ds,yhat,yhat_lower,yhat_upper,y
2025-08-12,1418.0652183029672,966.892310235135,1899.4211330260468,
2025-08-13,1637.5527496401587,1111.5962230781358,2142.267882060608,
2025-08-14,1910.1864073161337,1320.4955649374422,2506.406172078618,
2025-08-15,2125.887487490339,1482.828614586876,2833.2456442217617,
2025-08-16,2026.6662545401405,1385.4073181619556,2700.589677499418,
2025-08-17,2601.106210000684,1784.0460708210408,3479.675823645062,
2025-08-18,2756.7416400271945,1850.4194601929728,3718.152321616898,
2025-08-19,2943.33907702905,1908.95119430772,4089.734460716542,
2025-08-20,3108.466542154662,1913.4303064419294,4443.792607004289,
2025-08-21,3479.705390501888,1984.1705088761846,5067.445788841702,
2025-08-22,3931.2328762634797,2138.2343447881867,5797.381100114478,
2025-08-23,3952.5307875806407,2058.3181503672936,5965.3984424313485,
2025-08-24,4614.625537897227,2305.423572751582,7039.185973011123,
2025-08-25,4882.455120831747,2246.9196900789275,7523.849674922716,
2025-08-26,5086.74178414385,2322.4026729413654,7992.09811665014,
2025-08-27,5050.161148890357,2267.1486784699105,8156.775454761585,
2025-08-28,5238.858558108394,2128.5336189847503,8629.795016843076,
2025-08-29,5718.948694457471,2048.6299875321556,9724.372329271373,
2025-08-30,5726.331742337238,1934.8009659054783,9837.929609061153,
2025-08-31,6118.657413710973,1880.423813746528,10608.129214154244,
2025-09-01,6228.984525623706,1621.3761317371723,10993.15331672906,
2025-09-02,6233.616391193572,1606.321349631133,11241.104894177462,
2025-09-03,6109.257691063411,1430.1450957481932,11233.110869556378,
2025-09-04,6042.575462491023,1254.1531583385313,11161.076774835594,
2025-09-05,6149.147583494387,1080.812467190831,11728.678814931733,
2025-09-06,5764.883456179757,763.6156508371173,11091.321415912118,
2025-09-07,6445.162600370477,799.7652593002003,12593.787166010066,
2025-09-08,6582.313742719465,418.5137639817837,13273.095099582413,
2025-09-09,6388.192128949864,301.7187186653852,13084.09578630194,
2025-09-10,5652.411391867157,6.177216395002408,11680.285197938032,
2025-09-11,5128.6049239299455,-213.50945315439503,10791.428029320177,
2025-09-12,5183.846051974642,-301.849281294,11041.584811911209,
2025-09-13,4934.228562323506,-301.74118929406507,10807.078384992583,
2025-09-14,5060.505234413702,-522.5762521440637,11208.180810802007,
2025-09-15,4554.99822652726,-666.9281958244368,10382.326247720941,
2025-09-16,4353.223604503868,-687.1092186433071,9981.841010013723,
2025-09-17,4150.49010907367,-835.6696404368806,9643.147758503617,
2025-09-18,3986.5220862354345,-1117.334192439502,9403.090615730334,
2025-09-19,3977.8631079926913,-1281.903816705766,9559.0921645593,
2025-09-20,3664.322013221984,-1248.2473213539467,9083.859610907235,
2025-09-21,4052.5353473325126,-1414.3995320156662,10127.767249818102,
2025-09-22,3846.6356979560137,-1535.6740954303516,9659.711126023169,
2025-09-23,3861.2724071588946,-1540.3320620261254,9913.472356246337,
2025-09-24,3942.8653068361223,-1746.559366365947,10180.75691961922,
2025-09-25,4126.241373203035,-2067.1111370621857,10764.34150362466,
2025-09-26,4287.437384958664,-2071.8578530840564,11497.53906309826,
2025-09-27,4009.055515732303,-2128.162786904678,10771.397185850408,
2025-09-28,4692.1612854262285,-2682.3581812506022,12835.735208213893,
2025-09-29,4966.717265510513,-3034.2038207823675,13650.343282576187,
2025-09-30,5270.363500644914,-3372.8824099301146,14769.547941550665,
2025-10-01,5655.77302392023,-3969.3368911036096,16023.0563319356,
2025-10-02,5958.475470061046,-4218.988717726344,17143.1408970516,
2025-10-03,6520.371894584802,-4886.452824320505,19117.113978973357,
2025-10-04,6578.294130323547,-5265.468011303982,19514.30891337615,
2025-10-05,7363.691949550811,-6420.748435104957,21817.315552604854,
2025-10-06,7463.685776529119,-6834.460271471941,22311.98751053956,
2025-10-07,8353.11934114697,-7618.052825021409,25284.157528538042,
2025-10-08,9298.515374080409,-9243.210508975022,28519.271111587965,
2025-10-09,10092.665538376505,-10264.369460411162,31725.006459953744,
2025-10-10,10462.277767018913,-11241.298325910568,33736.32116186995,
2025-10-11,10069.403292311037,-11092.008210117661,32448.689431951236,
2025-10-12,10797.614615862029,-12489.504729715693,35210.274083313496,
2025-10-13,11333.227198588444,-13477.735837210452,37687.51094071665,
2025-10-14,11881.765654281191,-14497.398898544436,40072.153862483305,
2025-10-15,11954.621155482275,-15294.661227727735,40999.94677566762,
2025-10-16,12182.43453668247,-15795.296058809832,42354.56684026484,
2025-10-17,12761.839277686215,-16826.547792624966,44786.867696423666,
2025-10-18,12701.186238976707,-17129.48230149889,44970.224990531926,
2025-10-19,13201.998049311736,-18092.341579483447,47414.06951766377,
2025-10-20,13105.784760064349,-18547.234849445114,47430.918562754116,
2025-10-21,13225.468445624612,-19513.57492526971,48310.49320449835,
2025-10-22,13048.311358549616,-19820.549394592585,48122.063153495634,
2025-10-23,12890.71584435747,-20365.145133116446,47410.13101246062,
2025-10-24,13008.663334570405,-21079.100130617266,48322.67930318252,
2025-10-25,12554.639314786693,-20699.452731517285,47093.51547142017,
2025-10-26,12576.652974296128,-21074.1752221269,47351.163622977045,
2025-10-27,11708.559654651819,-20210.802796232074,44783.04760562411,
2025-10-28,11129.735058758388,-19622.523195459664,42751.60698982809,
2025-10-29,10602.071189767998,-18912.80036774395,41237.959478864635,
2025-10-30,10133.951641645252,-18359.936367234546,39687.41599945887,
2025-10-31,9612.127315178446,-18134.434176781393,38086.175344932366,
2025-11-01,8767.396655522738,-16780.900717472243,34769.49865313072,
2025-11-02,8442.707970926202,-16381.496823103285,33724.44311508238,
2025-11-03,7456.759345691789,-14541.906926107311,29992.892895574365,
2025-11-04,6599.9237607672185,-13135.456393545059,26795.873794858297,
2025-11-05,5690.899046421719,-11686.63999384748,23244.177260146684,
2025-11-06,4930.696861286241,-10263.980012492784,20079.74291747818,
2025-11-07,5119.250369344077,-10941.092127738451,21145.277071207467,
2025-11-08,4690.150590159375,-10084.19495038862,19663.97985826982,
2025-11-09,4546.4559353762625,-10042.253862082218,19018.5982768369,
2025-11-10,3198.2228834301063,-7170.237457695458,13469.50593754649,
2025-11-11,2234.958074913852,-5190.736324548629,9370.802225030644,
2025-11-12,1799.624536355401,-4262.644128073982,7777.282545295829,
2025-11-13,1822.4136382283682,-4241.264170585284,7880.90743759694,
2025-11-14,1798.0805167086553,-4303.145758245695,7798.17872606706,
2025-11-15,1038.1678899396127,-2497.120752618216,4458.912875293434,
2025-11-16,1451.472321452982,-3743.7342211919176,6415.916944096792,
2025-11-17,1364.6199647873493,-3429.33011271408,6053.0958316380265,
2025-11-18,1370.5939071491034,-3511.464116664474,6091.116776575414,
2025-11-19,1239.7935865439288,-3258.369756458536,5613.519292195089,
2025-11-20,1531.9868796197457,-3984.1448205513657,6887.4292092824435,
2025-11-21,2122.7779251377174,-5578.929590169298,9484.237471278602,
2025-11-22,1960.0985479302587,-5266.545331894331,9011.549698332137,
2025-11-23,2786.3837044853813,-7572.913536709626,12820.857018062145,
2025-11-24,3097.894142717231,-8491.607614519922,14162.236711531888,
2025-11-25,3496.6150609500137,-9723.008496656052,16250.89374205777,
2025-11-26,3412.4541866310683,-9723.329882408134,16167.15626354939,
2025-11-27,3512.9253954715286,-10163.645459490297,16554.786007178776,
2025-11-28,7015.248305753559,-20157.499288468694,33711.52144501692,
2025-11-29,6212.5738492240125,-18266.64380034223,30124.542131305523,
2025-11-30,6003.052461307975,-18092.956497367388,29269.883398568534,
2025-12-01,8572.961071519894,-26167.148839629095,42354.651906004605,
2025-12-02,5157.990202610814,-15501.463356918095,25566.892077021505,
2025-12-03,4996.437002602025,-15440.705756290421,24969.037800512084,
2025-12-04,4948.483549275734,-15271.440544206473,24692.03360110844,
2025-12-05,5088.585605985491,-15868.089865931977,25476.13453826602,
2025-12-06,4314.2393460514695,-13549.99385874023,21704.721554206666,
2025-12-07,5291.526805075786,-16766.820912250325,26934.55200581225,
2025-12-08,5687.281065517553,-18280.497520884506,29035.826958085236,
2025-12-09,5839.534597325031,-19100.349142714895,30103.420874058993,
2025-12-10,4985.269139430718,-16453.26792033271,25753.77105218187,
2025-12-11,4012.057603230208,-13211.533636836593,20801.96343595691,
2025-12-12,3809.497245892339,-12552.517449011699,19957.56843728717,
2025-12-13,3454.096920415661,-11643.678691784557,18244.319978022035,
2025-12-14,3930.7922281882684,-13239.737460213044,20887.325529537877,
2025-12-15,3208.3021430059457,-11125.257790749813,17147.9731082716,
2025-12-16,2757.737933397847,-9588.414158954478,14814.069677357636,
2025-12-17,2425.9697051834996,-8522.974411386642,13084.886858272914,
2025-12-18,2272.0979089761668,-7985.331881357859,12288.78897419309,
2025-12-19,2210.181537756807,-7996.826101866439,11969.58459965179,
2025-12-20,1555.7706360940585,-5631.7787138213935,8509.7399215033,
2025-12-21,2102.3014880584647,-7713.65775879885,11599.514719025201,
2025-12-22,1740.6242834290788,-6401.319497969997,9702.33760906462,
2025-12-23,1526.1247823575266,-5592.476252706967,8664.67357045568,
2025-12-24,1356.163745214005,-4939.44548454224,7635.903777059895,
2025-12-25,1513.4793779136062,-5742.165643866379,8695.947054609534,
2025-12-26,1635.1500719664018,-6048.608581871663,9298.946955294297,
2025-12-27,786.916651892187,-3009.742801866783,4454.079542742994,
2025-12-28,1236.6833268991616,-4825.76786750769,7208.223614458292,
2025-12-29,1183.8789010863193,-4606.186242897299,6982.218680338627,
2025-12-30,1281.5503595943242,-4990.093449825064,7402.473154649037,
2025-12-31,919.4222101955529,-3425.656220960683,5321.891032888659,
