ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-08-11,953.4376166584614,618.7227511298006,1775.6503151890272,953.4376166584614,953.4376166584614,230.060037156023,230.060037156023,230.060037156023,91.61504472959999,91.61504472959999,91.61504472959999,157.98995767655816,157.98995767655816,157.98995767655816,-19.544965250135185,-19.544965250135185,-19.544965250135185,0.0,0.0,0.0,1183.4976538144842
2024-08-12,954.4320571883077,508.42510029493235,1595.9805953556545,954.4320571883077,954.4320571883077,117.04087111923143,117.04087111923143,117.04087111923143,91.61504472959999,91.61504472959999,91.61504472959999,-1.9207621633540888,-1.9207621633540888,-1.9207621633540888,27.346588552985523,27.346588552985523,27.346588552985523,0.0,0.0,0.0,1071.4729283075392
2024-08-13,955.4264977181537,543.9065022672164,1669.811599802351,955.4264977181537,955.4264977181537,142.01281322263776,142.01281322263776,142.01281322263776,91.61504472959999,91.61504472959999,91.61504472959999,-23.955784101273128,-23.955784101273128,-23.955784101273128,74.35355259431088,74.35355259431088,74.35355259431088,0.0,0.0,0.0,1097.4393109407915
2024-08-14,956.4209382640255,493.2147719205512,1656.8877275397736,956.4209382640255,956.4209382640255,110.73808818437101,110.73808818437101,110.73808818437101,91.61504472959999,91.61504472959999,91.61504472959999,-102.1742295544416,-102.1742295544416,-102.1742295544416,121.2972730092126,121.2972730092126,121.2972730092126,0.0,0.0,0.0,1067.1590264483966
2024-08-15,957.4153788098972,665.8242375911694,1779.7742713271548,957.4153788098972,957.4153788098972,253.87802433305015,253.87802433305015,253.87802433305015,91.61504472959999,91.61504472959999,91.61504472959999,-5.751724621243377,-5.751724621243377,-5.751724621243377,168.01470422469353,168.01470422469353,168.01470422469353,0.0,0.0,0.0,1211.2934031429475
2024-08-16,958.4098193557688,736.0629847301161,1855.117921748528,958.4098193557688,958.4098193557688,334.01566245477375,334.01566245477375,334.01566245477375,91.61504472959999,91.61504472959999,91.61504472959999,28.045595736776985,28.045595736776985,28.045595736776985,214.35502198839677,214.35502198839677,214.35502198839677,0.0,0.0,0.0,1292.4254818105426
2024-08-17,959.4042599016407,686.4562012454675,1835.223654726242,959.4042599016407,959.4042599016407,299.557626756837,299.557626756837,299.557626756837,91.61504472959999,91.61504472959999,91.61504472959999,-52.2330529723878,-52.2330529723878,-52.2330529723878,260.1756349996248,260.1756349996248,260.1756349996248,0.0,0.0,0.0,1258.9618866584776
2024-08-18,960.3987004475123,925.3174885539461,2118.2206972537697,960.3987004475123,960.3987004475123,554.9428299843927,554.9428299843927,554.9428299843927,91.61504472959999,91.61504472959999,91.61504472959999,157.98995767661856,157.98995767661856,157.98995767661856,305.33782757817437,305.33782757817437,305.33782757817437,0.0,0.0,0.0,1515.341530431905
2024-08-19,961.393140993384,848.3881803205255,1952.228657321147,961.393140993384,961.393140993384,439.39656311952507,439.39656311952507,439.39656311952507,91.61504472959999,91.61504472959999,91.61504472959999,-1.9207621634072347,-1.9207621634072347,-1.9207621634072347,349.7022805533324,349.7022805533324,349.7022805533324,0.0,0.0,0.0,1400.789704112909
2024-08-20,962.3875815392558,849.7538209176736,2032.3617459164866,962.3875815392558,962.3875815392558,460.78398346541644,460.78398346541644,460.78398346541644,91.61504472959999,91.61504472959999,91.61504472959999,-23.95578410108388,-23.95578410108388,-23.95578410108388,393.12472283690045,393.12472283690045,393.12472283690045,0.0,0.0,0.0,1423.1715650046722
2024-08-21,963.3820220851275,758.7979069251401,1932.617560253495,963.3820220851275,963.3820220851275,424.89277694382054,424.89277694382054,424.89277694382054,91.61504472959999,91.61504472959999,91.61504472959999,-102.17422955428242,-102.17422955428242,-102.17422955428242,435.451961768503,435.451961768503,435.451961768503,0.0,0.0,0.0,1388.274799028948
